Trade Date,Underlying,Product Type,Exchange,Volume
2020/04/23,SPY,S,EDGX,183443
2020/04/24,SPY,S,BATS,499641
2020/04/24,SPY,S,C2,279697
2020/04/24,SPY,S,CBOE,676469
2020/04/24,SPY,S,EDGX,247231
2020/04/27,SPY,S,BATS,433104
2020/04/27,SPY,S,C2,222614
2020/04/27,SPY,S,CBOE,535068
2020/04/27,SPY,S,EDGX,187035
2020/04/28,SPY,S,BATS,421494
2020/04/28,SPY,S,C2,189212
2020/04/28,SPY,S,CBOE,478776
2020/04/28,SPY,S,EDGX,187119
2020/04/29,SPY,S,BATS,552640
2020/04/29,SPY,S,C2,321959
2020/04/29,SPY,S,CBOE,778587
2020/04/29,SPY,S,EDGX,251418
2020/04/30,SPY,S,BATS,483883
2020/04/30,SPY,S,C2,277436
2020/04/30,SPY,S,CBOE,545668
2020/04/30,SPY,S,EDGX,141478
2020/05/01,SPY,S,BATS,550433
2020/05/01,SPY,S,C2,419186
2020/05/01,SPY,S,CBOE,792389
2020/05/01,SPY,S,EDGX,250158
2020/05/04,SPY,S,BATS,412386
2020/05/04,SPY,S,C2,232248
2020/05/04,SPY,S,CBOE,530406
2020/05/04,SPY,S,EDGX,191806
2020/05/05,SPY,S,BATS,382796
2020/05/05,SPY,S,C2,244938
2020/05/05,SPY,S,CBOE,423734
2020/05/05,SPY,S,EDGX,147398
2020/05/06,SPY,S,BATS,410767
2020/05/06,SPY,S,C2,252583
2020/05/06,SPY,S,CBOE,469902
2020/05/06,SPY,S,EDGX,193035
2020/05/07,SPY,S,BATS,358162
2020/05/07,SPY,S,C2,224183
2020/05/07,SPY,S,CBOE,368549
2020/05/07,SPY,S,EDGX,150159
2020/05/08,SPY,S,BATS,465395
2020/05/08,SPY,S,C2,332843
2020/05/08,SPY,S,CBOE,588433
2020/05/08,SPY,S,EDGX,204890
2020/05/11,SPY,S,BATS,412367
2020/05/11,SPY,S,C2,240374
2020/05/11,SPY,S,CBOE,447573
2020/05/11,SPY,S,EDGX,221283
2020/05/12,SPY,S,BATS,441492
2020/05/12,SPY,S,C2,249317
2020/05/12,SPY,S,CBOE,492483
2020/05/12,SPY,S,EDGX,209440
2020/05/13,SPY,S,BATS,652557
2020/05/13,SPY,S,C2,389938
2020/05/13,SPY,S,CBOE,950797
2020/05/13,SPY,S,EDGX,342371
2020/05/14,SPY,S,BATS,523183
2020/05/14,SPY,S,C2,249016
2020/05/14,SPY,S,CBOE,675093
2020/05/14,SPY,S,EDGX,246243
2020/05/15,SPY,S,BATS,519833
2020/05/15,SPY,S,C2,334274
2020/05/15,SPY,S,CBOE,1016962
2020/05/15,SPY,S,EDGX,264928
2020/05/18,SPY,S,BATS,465928
2020/05/18,SPY,S,C2,333997
2020/05/18,SPY,S,CBOE,690068
2020/05/18,SPY,S,EDGX,281558
2020/05/19,SPY,S,BATS,338080
2020/05/19,SPY,S,C2,191752
2020/05/19,SPY,S,CBOE,445597
2020/05/19,SPY,S,EDGX,170772
2020/05/20,SPY,S,BATS,341769
2020/05/20,SPY,S,C2,240744
2020/05/20,SPY,S,CBOE,556590
2020/05/20,SPY,S,EDGX,216798
2020/05/21,SPY,S,BATS,383221
2020/05/21,SPY,S,C2,211202
2020/05/21,SPY,S,CBOE,420574
2020/05/21,SPY,S,EDGX,170837
2020/05/22,SPY,S,BATS,341138
2020/05/22,SPY,S,C2,274962
2020/05/22,SPY,S,CBOE,480071
2020/05/22,SPY,S,EDGX,193593
2020/05/26,SPY,S,BATS,501436
2020/05/26,SPY,S,C2,277654
2020/05/26,SPY,S,CBOE,643914
2020/05/26,SPY,S,EDGX,204502
2020/05/27,SPY,S,BATS,565645
2020/05/27,SPY,S,C2,308084
2020/05/27,SPY,S,CBOE,677216
2020/05/27,SPY,S,EDGX,201852
2020/05/28,SPY,S,BATS,536314
2020/05/28,SPY,S,C2,232600
2020/05/28,SPY,S,CBOE,699099
2020/05/28,SPY,S,EDGX,210277
2020/05/29,SPY,S,BATS,646263
2020/05/29,SPY,S,C2,373932
2020/05/29,SPY,S,CBOE,679950
2020/05/29,SPY,S,EDGX,219651
2020/06/01,SPY,S,BATS,336871
2020/06/01,SPY,S,C2,218980
2020/06/01,SPY,S,CBOE,443157
2020/06/01,SPY,S,EDGX,182848
2020/06/02,SPY,S,BATS,319745
2020/06/02,SPY,S,C2,201766
2020/06/02,SPY,S,CBOE,467078
2020/06/02,SPY,S,EDGX,201138
2020/06/03,SPY,S,BATS,471586
2020/06/03,SPY,S,C2,340992
2020/06/03,SPY,S,CBOE,745002
2020/06/03,SPY,S,EDGX,256645
2020/06/04,SPY,S,BATS,389899
2020/06/04,SPY,S,C2,241322
2020/06/04,SPY,S,CBOE,455218
2020/06/04,SPY,S,EDGX,181866
2020/06/05,SPY,S,BATS,749384
2020/06/05,SPY,S,C2,436714
2020/06/05,SPY,S,CBOE,951783
2020/06/05,SPY,S,EDGX,333493
2020/06/08,SPY,S,BATS,434735
2020/06/08,SPY,S,C2,216388
2020/06/08,SPY,S,CBOE,510451
2020/06/08,SPY,S,EDGX,173670
2020/06/09,SPY,S,BATS,406452
2020/06/09,SPY,S,C2,213088
2020/06/09,SPY,S,CBOE,400488
2020/06/09,SPY,S,EDGX,147427
2020/06/10,SPY,S,BATS,570764
2020/06/10,SPY,S,C2,287540
2020/06/10,SPY,S,CBOE,544629
2020/06/10,SPY,S,EDGX,245766
2020/06/11,SPY,S,BATS,1318860
2020/06/11,SPY,S,C2,516311
2020/06/11,SPY,S,CBOE,1174995
2020/06/11,SPY,S,EDGX,400601
2020/06/12,SPY,S,BATS,917930
2020/06/12,SPY,S,C2,440333
2020/06/12,SPY,S,CBOE,1131051
2020/06/12,SPY,S,EDGX,390062
2020/06/15,SPY,S,BATS,644333
2020/06/15,SPY,S,C2,320976
2020/06/15,SPY,S,CBOE,738351
2020/06/15,SPY,S,EDGX,271319
2020/06/16,SPY,S,BATS,513325
2020/06/16,SPY,S,C2,260338
2020/06/16,SPY,S,CBOE,626036
2020/06/16,SPY,S,EDGX,213247
2020/06/17,SPY,S,BATS,416367
2020/06/17,SPY,S,C2,222332
2020/06/17,SPY,S,CBOE,495844
2020/06/17,SPY,S,EDGX,193657
2020/06/18,SPY,S,BATS,312297
2020/06/18,SPY,S,C2,188261
2020/06/18,SPY,S,CBOE,407713
2020/06/18,SPY,S,EDGX,151840
2020/06/19,SPY,S,BATS,725897
2020/06/19,SPY,S,C2,337441
2020/06/19,SPY,S,CBOE,772363
2020/06/19,SPY,S,EDGX,285596
2020/06/22,SPY,S,BATS,496070
2020/06/22,SPY,S,C2,252875
2020/06/22,SPY,S,CBOE,486660
2020/06/22,SPY,S,EDGX,184403
2020/06/23,SPY,S,BATS,457718
2020/06/23,SPY,S,C2,187774
2020/06/23,SPY,S,CBOE,333154
2020/06/23,SPY,S,EDGX,204529
2020/06/24,SPY,S,BATS,1067423
2020/06/24,SPY,S,C2,376353
2020/06/24,SPY,S,CBOE,700843
2020/06/24,SPY,S,EDGX,425456
2020/06/25,SPY,S,BATS,639110
2020/06/25,SPY,S,C2,210567
2020/06/25,SPY,S,CBOE,442161
2020/06/25,SPY,S,EDGX,265609
2020/06/26,SPY,S,BATS,863500
2020/06/26,SPY,S,C2,332763
2020/06/26,SPY,S,CBOE,667049
2020/06/26,SPY,S,EDGX,400089
2020/06/29,SPY,S,BATS,488783
2020/06/29,SPY,S,C2,240483
2020/06/29,SPY,S,CBOE,445971
2020/06/29,SPY,S,EDGX,248131
2020/06/30,SPY,S,BATS,554700
2020/06/30,SPY,S,C2,250107
2020/06/30,SPY,S,CBOE,530792
2020/06/30,SPY,S,EDGX,244069
2020/07/01,SPY,S,BATS,483569
2020/07/01,SPY,S,C2,202250
2020/07/01,SPY,S,CBOE,404451
2020/07/01,SPY,S,EDGX,228487
2020/07/02,SPY,S,BATS,622965
2020/07/02,SPY,S,C2,310715
2020/07/02,SPY,S,CBOE,502638
2020/07/02,SPY,S,EDGX,258064
2020/07/06,SPY,S,BATS,483526
2020/07/06,SPY,S,C2,233040
2020/07/06,SPY,S,CBOE,364886
2020/07/06,SPY,S,EDGX,187228
2020/07/07,SPY,S,BATS,401528
2020/07/07,SPY,S,C2,178940
2020/07/07,SPY,S,CBOE,308261
2020/07/07,SPY,S,EDGX,125599
2020/07/08,SPY,S,BATS,466372
2020/07/08,SPY,S,C2,161311
2020/07/08,SPY,S,CBOE,384323
2020/07/08,SPY,S,EDGX,193622
2020/07/09,SPY,S,BATS,634423
2020/07/09,SPY,S,C2,257324
2020/07/09,SPY,S,CBOE,435009
2020/07/09,SPY,S,EDGX,172983
2020/07/10,SPY,S,BATS,580059
2020/07/10,SPY,S,C2,288422
2020/07/10,SPY,S,CBOE,492370
2020/07/10,SPY,S,EDGX,222833
2020/07/13,SPY,S,BATS,732112
2020/07/13,SPY,S,C2,396784
2020/07/13,SPY,S,CBOE,668993
2020/07/13,SPY,S,EDGX,320758
2020/07/14,SPY,S,BATS,586637
2020/07/14,SPY,S,C2,226661
2020/07/14,SPY,S,CBOE,519724
2020/07/14,SPY,S,EDGX,234544
2020/07/15,SPY,S,BATS,629017
2020/07/15,SPY,S,C2,330702
2020/07/15,SPY,S,CBOE,474264
2020/07/15,SPY,S,EDGX,299550
2020/07/16,SPY,S,BATS,375533
2020/07/16,SPY,S,C2,179015
2020/07/16,SPY,S,CBOE,288010
2020/07/16,SPY,S,EDGX,159653
2020/07/17,SPY,S,BATS,398835
2020/07/17,SPY,S,C2,226849
2020/07/17,SPY,S,CBOE,391534
2020/07/17,SPY,S,EDGX,237843
2020/07/20,SPY,S,BATS,382388
2020/07/20,SPY,S,C2,260479
2020/07/20,SPY,S,CBOE,291979
2020/07/20,SPY,S,EDGX,186571
2020/07/21,SPY,S,BATS,399961
2020/07/21,SPY,S,C2,217729
2020/07/21,SPY,S,CBOE,315236
2020/07/21,SPY,S,EDGX,188906
2020/07/22,SPY,S,BATS,402869
2020/07/22,SPY,S,C2,237323
2020/07/22,SPY,S,CBOE,321487
2020/07/22,SPY,S,EDGX,178263
2020/07/23,SPY,S,BATS,548278
2020/07/23,SPY,S,C2,271961
2020/07/23,SPY,S,CBOE,331076
2020/07/23,SPY,S,EDGX,213387
2020/07/24,SPY,S,BATS,493668
2020/07/24,SPY,S,C2,285420
2020/07/24,SPY,S,CBOE,369928
2020/07/24,SPY,S,EDGX,275941
2020/07/27,SPY,S,BATS,296660
2020/07/27,SPY,S,C2,172214
2020/07/27,SPY,S,CBOE,236460
2020/07/27,SPY,S,EDGX,161232
2020/07/28,SPY,S,BATS,279074
2020/07/28,SPY,S,C2,162403
2020/07/28,SPY,S,CBOE,187958
2020/07/28,SPY,S,EDGX,132896
2020/07/29,SPY,S,BATS,205416
2020/07/29,SPY,S,C2,206452
2020/07/29,SPY,S,CBOE,261630
2020/07/29,SPY,S,EDGX,187004
2020/07/30,SPY,S,BATS,404181
2020/07/30,SPY,S,C2,248516
2020/07/30,SPY,S,CBOE,279987
2020/07/30,SPY,S,EDGX,173692
2020/07/31,SPY,S,BATS,651048
2020/07/31,SPY,S,C2,320254
2020/07/31,SPY,S,CBOE,506368
2020/07/31,SPY,S,EDGX,215601
2020/08/03,SPY,S,BATS,333275
2020/08/03,SPY,S,C2,268406
2020/08/03,SPY,S,CBOE,323290
2020/08/03,SPY,S,EDGX,176452
2020/08/04,SPY,S,BATS,250091
2020/08/04,SPY,S,C2,201712
2020/08/04,SPY,S,CBOE,287083
2020/08/04,SPY,S,EDGX,140485
2020/08/05,SPY,S,BATS,283461
2020/08/05,SPY,S,C2,264248
2020/08/05,SPY,S,CBOE,307215
2020/08/05,SPY,S,EDGX,177928
2020/08/06,SPY,S,BATS,355025
2020/08/06,SPY,S,C2,261169
2020/08/06,SPY,S,CBOE,260479
2020/08/06,SPY,S,EDGX,187026
2020/08/07,SPY,S,BATS,562957
2020/08/07,SPY,S,C2,385854
2020/08/07,SPY,S,CBOE,316223
2020/08/07,SPY,S,EDGX,247478
2020/08/10,SPY,S,BATS,431708
2020/08/10,SPY,S,C2,287360
2020/08/10,SPY,S,CBOE,272761
2020/08/10,SPY,S,EDGX,214866
2020/08/11,SPY,S,BATS,588745
2020/08/11,SPY,S,C2,348034
2020/08/11,SPY,S,CBOE,394299
2020/08/11,SPY,S,EDGX,232047
2020/08/12,SPY,S,BATS,528265
2020/08/12,SPY,S,C2,366008
2020/08/12,SPY,S,CBOE,338815
2020/08/12,SPY,S,EDGX,258944
2020/08/13,SPY,S,BATS,446426
2020/08/13,SPY,S,C2,245236
2020/08/13,SPY,S,CBOE,357776
2020/08/13,SPY,S,EDGX,167215
2020/08/14,SPY,S,BATS,478524
2020/08/14,SPY,S,C2,365615
2020/08/14,SPY,S,CBOE,303494
2020/08/14,SPY,S,EDGX,226327
2020/08/17,SPY,S,BATS,237891
2020/08/17,SPY,S,C2,223475
2020/08/17,SPY,S,CBOE,216892
2020/08/17,SPY,S,EDGX,147463
2020/08/18,SPY,S,BATS,320828
2020/08/18,SPY,S,C2,237960
2020/08/18,SPY,S,CBOE,210208
2020/08/18,SPY,S,EDGX,145550
2020/08/19,SPY,S,BATS,527222
2020/08/19,SPY,S,C2,384080
2020/08/19,SPY,S,CBOE,341142
2020/08/19,SPY,S,EDGX,240571
2020/08/20,SPY,S,BATS,388499
2020/08/20,SPY,S,C2,323916
2020/08/20,SPY,S,CBOE,332710
2020/08/20,SPY,S,EDGX,166408
2020/08/21,SPY,S,BATS,463789
2020/08/21,SPY,S,C2,427282
2020/08/21,SPY,S,CBOE,352631
2020/08/21,SPY,S,EDGX,220481
2020/08/24,SPY,S,BATS,434698
2020/08/24,SPY,S,C2,361057
2020/08/24,SPY,S,CBOE,280125
2020/08/24,SPY,S,EDGX,194332
2020/08/25,SPY,S,BATS,373334
2020/08/25,SPY,S,C2,272118
2020/08/25,SPY,S,CBOE,203177
2020/08/25,SPY,S,EDGX,148680
2020/08/26,SPY,S,BATS,575640
2020/08/26,SPY,S,C2,501310
2020/08/26,SPY,S,CBOE,349634
2020/08/26,SPY,S,EDGX,310216
2020/08/27,SPY,S,BATS,629016
2020/08/27,SPY,S,C2,414457
2020/08/27,SPY,S,CBOE,363677
2020/08/27,SPY,S,EDGX,216737
2020/08/28,SPY,S,BATS,524303
2020/08/28,SPY,S,C2,374304
2020/08/28,SPY,S,CBOE,324636
2020/08/28,SPY,S,EDGX,229062
2020/08/31,SPY,S,BATS,404286
2020/08/31,SPY,S,C2,318456
2020/08/31,SPY,S,CBOE,298079
2020/08/31,SPY,S,EDGX,188197
2020/09/01,SPY,S,BATS,337405
2020/09/01,SPY,S,C2,195719
2020/09/01,SPY,S,CBOE,309336
2020/09/01,SPY,S,EDGX,140417
2020/09/02,SPY,S,BATS,708432
2020/09/02,SPY,S,C2,408467
2020/09/02,SPY,S,CBOE,516526
2020/09/02,SPY,S,EDGX,296996
2020/09/03,SPY,S,BATS,1161327
2020/09/03,SPY,S,C2,527777
2020/09/03,SPY,S,CBOE,665487
2020/09/03,SPY,S,EDGX,396326
2020/09/04,SPY,S,BATS,1103443
2020/09/04,SPY,S,C2,525786
2020/09/04,SPY,S,CBOE,761116
2020/09/04,SPY,S,EDGX,337752
2020/09/08,SPY,S,BATS,769716
2020/09/08,SPY,S,C2,371490
2020/09/08,SPY,S,CBOE,616115
2020/09/08,SPY,S,EDGX,243282
2020/09/09,SPY,S,BATS,618623
2020/09/09,SPY,S,C2,319844
2020/09/09,SPY,S,CBOE,431722
2020/09/09,SPY,S,EDGX,227398
2020/09/10,SPY,S,BATS,639852
2020/09/10,SPY,S,C2,312863
2020/09/10,SPY,S,CBOE,511535
2020/09/10,SPY,S,EDGX,230287
2020/09/11,SPY,S,BATS,699350
2020/09/11,SPY,S,C2,385858
2020/09/11,SPY,S,CBOE,438082
2020/09/11,SPY,S,EDGX,241663
2020/09/14,SPY,S,BATS,451507
2020/09/14,SPY,S,C2,259297
2020/09/14,SPY,S,CBOE,325684
2020/09/14,SPY,S,EDGX,179446
2020/09/15,SPY,S,BATS,329124
2020/09/15,SPY,S,C2,222554
2020/09/15,SPY,S,CBOE,259489
2020/09/15,SPY,S,EDGX,115707
2020/09/16,SPY,S,BATS,586832
2020/09/16,SPY,S,C2,403365
2020/09/16,SPY,S,CBOE,465068
2020/09/16,SPY,S,EDGX,224164
2020/09/17,SPY,S,BATS,584771
2020/09/17,SPY,S,C2,327345
2020/09/17,SPY,S,CBOE,506514
2020/09/17,SPY,S,EDGX,244303
2020/09/18,SPY,S,BATS,744705
2020/09/18,SPY,S,C2,471413
2020/09/18,SPY,S,CBOE,618541
2020/09/18,SPY,S,EDGX,291741
2020/09/21,SPY,S,BATS,682685
2020/09/21,SPY,S,C2,427626
2020/09/21,SPY,S,CBOE,773347
2020/09/21,SPY,S,EDGX,310029
2020/09/22,SPY,S,BATS,396472
2020/09/22,SPY,S,C2,278546
2020/09/22,SPY,S,CBOE,282178
2020/09/22,SPY,S,EDGX,158036
2020/09/23,SPY,S,BATS,678713
2020/09/23,SPY,S,C2,450355
2020/09/23,SPY,S,CBOE,579706
2020/09/23,SPY,S,EDGX,259205
2020/09/24,SPY,S,BATS,588445
2020/09/24,SPY,S,C2,321312
2020/09/24,SPY,S,CBOE,490940
2020/09/24,SPY,S,EDGX,226723
2020/09/25,SPY,S,BATS,528526
2020/09/25,SPY,S,C2,384952
2020/09/25,SPY,S,CBOE,520686
2020/09/25,SPY,S,EDGX,230258
2020/09/28,SPY,S,BATS,385316
2020/09/28,SPY,S,C2,312212
2020/09/28,SPY,S,CBOE,300435
2020/09/28,SPY,S,EDGX,212876
2020/09/29,SPY,S,BATS,328943
2020/09/29,SPY,S,C2,246313
2020/09/29,SPY,S,CBOE,217534
2020/09/29,SPY,S,EDGX,145383
2020/09/30,SPY,S,BATS,608083
2020/09/30,SPY,S,C2,388610
2020/09/30,SPY,S,CBOE,476450
2020/09/30,SPY,S,EDGX,205113
2020/10/01,SPY,S,BATS,385783
2020/10/01,SPY,S,C2,221662
2020/10/01,SPY,S,CBOE,355060
2020/10/01,SPY,S,EDGX,117533
2020/10/02,SPY,S,BATS,613252
2020/10/02,SPY,S,C2,384801
2020/10/02,SPY,S,CBOE,474515
2020/10/02,SPY,S,EDGX,221807
2020/10/05,SPY,S,BATS,404916
2020/10/05,SPY,S,C2,313730
2020/10/05,SPY,S,CBOE,336049
2020/10/05,SPY,S,EDGX,150481
2020/10/06,SPY,S,BATS,492735
2020/10/06,SPY,S,C2,285942
2020/10/06,SPY,S,CBOE,425234
2020/10/06,SPY,S,EDGX,158144
2020/10/07,SPY,S,BATS,447254
2020/10/07,SPY,S,C2,360443
2020/10/07,SPY,S,CBOE,390625
2020/10/07,SPY,S,EDGX,185254
2020/10/08,SPY,S,BATS,301385
2020/10/08,SPY,S,C2,216987
2020/10/08,SPY,S,CBOE,384991
2020/10/08,SPY,S,EDGX,121748
2020/10/09,SPY,S,BATS,524608
2020/10/09,SPY,S,C2,363349
2020/10/09,SPY,S,CBOE,532115
2020/10/09,SPY,S,EDGX,193446
2020/10/12,SPY,S,BATS,561294
2020/10/12,SPY,S,C2,405756
2020/10/12,SPY,S,CBOE,546144
2020/10/12,SPY,S,EDGX,238584
2020/10/13,SPY,S,BATS,437949
2020/10/13,SPY,S,C2,236463
2020/10/13,SPY,S,CBOE,272565
2020/10/13,SPY,S,EDGX,115261
2020/10/14,SPY,S,BATS,491647
2020/10/14,SPY,S,C2,304759
2020/10/14,SPY,S,CBOE,407885
2020/10/14,SPY,S,EDGX,175918
2020/10/15,SPY,S,BATS,421251
2020/10/15,SPY,S,C2,250975
2020/10/15,SPY,S,CBOE,321845
2020/10/15,SPY,S,EDGX,151557
2020/10/16,SPY,S,BATS,411788
2020/10/16,SPY,S,C2,255152
2020/10/16,SPY,S,CBOE,398190
2020/10/16,SPY,S,EDGX,166305
2020/10/19,SPY,S,BATS,612342
2020/10/19,SPY,S,C2,442398
2020/10/19,SPY,S,CBOE,445253
2020/10/19,SPY,S,EDGX,222969
2020/10/20,SPY,S,BATS,465888
2020/10/20,SPY,S,C2,252722
2020/10/20,SPY,S,CBOE,319242
2020/10/20,SPY,S,EDGX,140822
2020/10/21,SPY,S,BATS,518117
2020/10/21,SPY,S,C2,312804
2020/10/21,SPY,S,CBOE,342955
2020/10/21,SPY,S,EDGX,186212
2020/10/22,SPY,S,BATS,390545
2020/10/22,SPY,S,C2,256216
2020/10/22,SPY,S,CBOE,325878
2020/10/22,SPY,S,EDGX,130064
2020/10/23,SPY,S,BATS,412373
2020/10/23,SPY,S,C2,320929
2020/10/23,SPY,S,CBOE,315240
2020/10/23,SPY,S,EDGX,162120
2020/10/26,SPY,S,BATS,719969
2020/10/26,SPY,S,C2,476486
2020/10/26,SPY,S,CBOE,594298
2020/10/26,SPY,S,EDGX,258778
2020/10/27,SPY,S,BATS,349635
2020/10/27,SPY,S,C2,202632
2020/10/27,SPY,S,CBOE,243187
2020/10/27,SPY,S,EDGX,109979
2020/10/28,SPY,S,BATS,916684
2020/10/28,SPY,S,C2,418883
2020/10/28,SPY,S,CBOE,754073
2020/10/28,SPY,S,EDGX,275684
2020/10/29,SPY,S,BATS,351940
2020/10/29,SPY,S,C2,236971
2020/10/29,SPY,S,CBOE,472101
2020/10/29,SPY,S,EDGX,135815
2020/10/30,SPY,S,BATS,617506
2020/10/30,SPY,S,C2,348614
2020/10/30,SPY,S,CBOE,848674
2020/10/30,SPY,S,EDGX,222678
2020/11/02,SPY,S,BATS,452451
2020/11/02,SPY,S,C2,264202
2020/11/02,SPY,S,CBOE,607704
2020/11/02,SPY,S,EDGX,198122
2020/11/03,SPY,S,BATS,377359
2020/11/03,SPY,S,C2,193515
2020/11/03,SPY,S,CBOE,558862
2020/11/03,SPY,S,EDGX,152926
2020/11/04,SPY,S,BATS,568591
2020/11/04,SPY,S,C2,273603
2020/11/04,SPY,S,CBOE,788367
2020/11/04,SPY,S,EDGX,210899
2020/11/05,SPY,S,BATS,469608
2020/11/05,SPY,S,C2,282225
2020/11/05,SPY,S,CBOE,602699
2020/11/05,SPY,S,EDGX,154564
2020/11/06,SPY,S,BATS,483563
2020/11/06,SPY,S,C2,291295
2020/11/06,SPY,S,CBOE,538422
2020/11/06,SPY,S,EDGX,157621
2020/11/09,SPY,S,BATS,738890
2020/11/09,SPY,S,C2,382539
2020/11/09,SPY,S,CBOE,827861
2020/11/09,SPY,S,EDGX,224155
2020/11/10,SPY,S,BATS,469530
2020/11/10,SPY,S,C2,223123
2020/11/10,SPY,S,CBOE,563093
2020/11/10,SPY,S,EDGX,145628
2020/11/11,SPY,S,BATS,408481
2020/11/11,SPY,S,C2,214446
2020/11/11,SPY,S,CBOE,928767
2020/11/11,SPY,S,EDGX,152981
2020/11/12,SPY,S,BATS,537769
2020/11/12,SPY,S,C2,290929
2020/11/12,SPY,S,CBOE,584096
2020/11/12,SPY,S,EDGX,174978
2020/11/13,SPY,S,BATS,508410
2020/11/13,SPY,S,C2,374805
2020/11/13,SPY,S,CBOE,669556
2020/11/13,SPY,S,EDGX,216348
2020/11/16,SPY,S,BATS,517233
2020/11/16,SPY,S,C2,262829
2020/11/16,SPY,S,CBOE,582399
2020/11/16,SPY,S,EDGX,186100
2020/11/17,SPY,S,BATS,424237
2020/11/17,SPY,S,C2,199250
2020/11/17,SPY,S,CBOE,513906
2020/11/17,SPY,S,EDGX,152692
2020/11/18,SPY,S,BATS,524652
2020/11/18,SPY,S,C2,256081
2020/11/18,SPY,S,CBOE,621551
2020/11/18,SPY,S,EDGX,200745
2020/11/19,SPY,S,BATS,457446
2020/11/19,SPY,S,C2,228736
2020/11/19,SPY,S,CBOE,627669
2020/11/19,SPY,S,EDGX,141492
2020/11/20,SPY,S,BATS,518616
2020/11/20,SPY,S,C2,365716
2020/11/20,SPY,S,CBOE,629129
2020/11/20,SPY,S,EDGX,204995
2020/11/23,SPY,S,BATS,496342
2020/11/23,SPY,S,C2,251066
2020/11/23,SPY,S,CBOE,532617
2020/11/23,SPY,S,EDGX,176194
2020/11/24,SPY,S,BATS,480609
2020/11/24,SPY,S,C2,288285
2020/11/24,SPY,S,CBOE,582217
2020/11/24,SPY,S,EDGX,196018
2020/11/25,SPY,S,BATS,383001
2020/11/25,SPY,S,C2,196317
2020/11/25,SPY,S,CBOE,436856
2020/11/25,SPY,S,EDGX,136104
2020/11/27,SPY,S,BATS,202178
2020/11/27,SPY,S,C2,130601
2020/11/27,SPY,S,CBOE,330998
2020/11/27,SPY,S,EDGX,99519
2020/11/30,SPY,S,BATS,484069
2020/11/30,SPY,S,C2,229705
2020/11/30,SPY,S,CBOE,409776
2020/11/30,SPY,S,EDGX,180775
2020/12/01,SPY,S,BATS,517043
2020/12/01,SPY,S,C2,272613
2020/12/01,SPY,S,CBOE,541423
2020/12/01,SPY,S,EDGX,154304
2020/12/02,SPY,S,BATS,350269
2020/12/02,SPY,S,C2,218794
2020/12/02,SPY,S,CBOE,494386
2020/12/02,SPY,S,EDGX,132712
2020/12/03,SPY,S,BATS,394334
2020/12/03,SPY,S,C2,235633
2020/12/03,SPY,S,CBOE,466964
2020/12/03,SPY,S,EDGX,129459
2020/12/04,SPY,S,BATS,436592
2020/12/04,SPY,S,C2,288934
2020/12/04,SPY,S,CBOE,490644
2020/12/04,SPY,S,EDGX,211240
2020/12/07,SPY,S,BATS,401723
2020/12/07,SPY,S,C2,227571
2020/12/07,SPY,S,CBOE,453429
2020/12/07,SPY,S,EDGX,143709
2020/12/08,SPY,S,BATS,306996
2020/12/08,SPY,S,C2,244391
2020/12/08,SPY,S,CBOE,424747
2020/12/08,SPY,S,EDGX,163359
2020/12/09,SPY,S,BATS,764728
2020/12/09,SPY,S,C2,387232
2020/12/09,SPY,S,CBOE,734547
2020/12/09,SPY,S,EDGX,232514
2020/12/10,SPY,S,BATS,419705
2020/12/10,SPY,S,C2,248200
2020/12/10,SPY,S,CBOE,444604
2020/12/10,SPY,S,EDGX,200642
2020/12/11,SPY,S,BATS,624109
2020/12/11,SPY,S,C2,360105
2020/12/11,SPY,S,CBOE,737225
2020/12/11,SPY,S,EDGX,208978
2020/12/14,SPY,S,BATS,601015
2020/12/14,SPY,S,C2,347682
2020/12/14,SPY,S,CBOE,641881
2020/12/14,SPY,S,EDGX,210657
2020/12/15,SPY,S,BATS,383873
2020/12/15,SPY,S,C2,202751
2020/12/15,SPY,S,CBOE,536965
2020/12/15,SPY,S,EDGX,120176
2020/12/16,SPY,S,BATS,404849
2020/12/16,SPY,S,C2,251009
2020/12/16,SPY,S,CBOE,553118
2020/12/16,SPY,S,EDGX,164500
2020/12/17,SPY,S,BATS,333172
2020/12/17,SPY,S,C2,229622
2020/12/17,SPY,S,CBOE,439227
2020/12/17,SPY,S,EDGX,130849
2020/12/18,SPY,S,BATS,595207
2020/12/18,SPY,S,C2,316959
2020/12/18,SPY,S,CBOE,638169
2020/12/18,SPY,S,EDGX,202639
2020/12/21,SPY,S,BATS,655168
2020/12/21,SPY,S,C2,313686
2020/12/21,SPY,S,CBOE,604489
2020/12/21,SPY,S,EDGX,229354
2020/12/22,SPY,S,BATS,283822
2020/12/22,SPY,S,C2,193377
2020/12/22,SPY,S,CBOE,316634
2020/12/22,SPY,S,EDGX,123587
2020/12/23,SPY,S,BATS,431429
2020/12/23,SPY,S,C2,271337
2020/12/23,SPY,S,CBOE,388444
2020/12/23,SPY,S,EDGX,151960
2020/12/24,SPY,S,BATS,241573
2020/12/24,SPY,S,C2,196673
2020/12/24,SPY,S,CBOE,258524
2020/12/24,SPY,S,EDGX,106471
2020/12/28,SPY,S,BATS,280851
2020/12/28,SPY,S,C2,266442
2020/12/28,SPY,S,CBOE,475883
2020/12/28,SPY,S,EDGX,131286
